age,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
17,7, Never-married, Craft-repair, Own-child, White, Female,0,0,15, United-States
35,9, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States
38,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
48,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,56, United-States
25,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Japan
57,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Cuba
32,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States
39,13, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,30, United-States
23,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States
21,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,45, United-States
47,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States
25,4, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Dominican-Republic
18,7, Never-married, ?, Own-child, White, Female,0,0,35, United-States
41,10, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male,4650,0,40, United-States
19,9, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States
24,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,42, United-States
57,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States
51,16, Never-married, ?, Not-in-family, White, Male,0,2824,40, United-States
32,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
28,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
40,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States
21,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States
45,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
17,8, Never-married, ?, Own-child, White, Female,0,0,25, United-States
55,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
42,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States
49,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States
38,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
50,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
47,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States
43,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, ?
39,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada
42,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States
32,9, Divorced, Craft-repair, Other-relative, Black, Female,0,0,50, United-States
44,12, Divorced, Exec-managerial, Not-in-family, White, Female,2354,0,40, United-States
50,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,80, United-States
55,9, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, United-States
37,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
59,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
56,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
33,8, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,32, United-States
35,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
44,9, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States
57,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
31,10, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States
18,7, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States
43,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States
33,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States
18,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States
47,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
53,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States
59,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States
35,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, ?
49,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
26,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
25,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, England
36,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States
29,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States
52,6, Divorced, Other-service, Other-relative, White, Female,0,0,25, United-States
50,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States
22,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States
44,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
32,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
49,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States
31,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Mexico
33,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
50,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, United-States
62,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
26,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1974,40, United-States
46,9, Divorced, ?, Not-in-family, White, Female,0,0,15, United-States
55,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States
49,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States
22,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States
43,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States
58,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States
48,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States
21,7, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States
67,4, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States
39,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
52,11, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States
25,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
27,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States
18,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States
41,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States
59,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States
23,12, Never-married, Other-service, Own-child, Black, Male,0,0,44, United-States
42,9, Divorced, Other-service, Own-child, White, Female,0,0,15, United-States
54,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States
39,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States
57,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
51,6, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States
31,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
24,10, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,0,0,45, United-States
35,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
26,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
42,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
31,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
46,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
38,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States
51,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Canada
27,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
33,13, Never-married, ?, Not-in-family, Black, Male,0,0,45, ?
22,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States
72,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Cuba
25,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
58,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States
23,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States
63,3, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,19, Philippines
23,5, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States
51,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States
75,1, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Philippines
52,10, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States
69,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States
52,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?
40,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
34,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
21,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, United-States
30,13, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States
46,3, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States
21,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States
44,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
51,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,3908,0,40, United-States
40,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States
33,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,37, United-States
22,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States
23,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States
75,10, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,30, United-States
55,7, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States
24,10, Never-married, ?, Own-child, White, Male,0,0,20, United-States
45,10, Divorced, Craft-repair, Not-in-family, White, Male,27828,0,56, United-States
31,9, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States
49,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
26,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
61,14, Married-civ-spouse, Sales, Husband, White, Male,3103,0,50, United-States
44,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,3908,0,50, United-States
28,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
79,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
51,9, Divorced, Other-service, Other-relative, Black, Female,0,0,30, United-States
44,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
24,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States
46,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
36,9, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States
23,8, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States
25,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico
48,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,8, United-States
18,7, Never-married, Other-service, Other-relative, Black, Female,0,0,24, United-States
25,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States
19,9, Never-married, Transport-moving, Own-child, White, Male,2176,0,45, United-States
26,13, Married-civ-spouse, ?, Husband, White, Male,0,2002,40, United-States
33,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States
42,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States
22,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
36,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
33,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
34,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States
33,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
62,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States
30,10, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States
22,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
34,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
43,9, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States
25,13, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
35,9, Widowed, Other-service, Own-child, White, Female,0,0,40, United-States
28,12, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States
28,10, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States
25,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,25, United-States
40,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
35,5, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico
48,4, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States
63,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2290,0,20, United-States
31,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States
36,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States
39,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
24,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States
32,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States
46,1, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Mexico
19,9, Never-married, Sales, Own-child, White, Male,0,0,35, United-States
30,10, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States
35,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
23,13, Never-married, ?, Not-in-family, White, Male,0,0,55, United-States
33,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States
25,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
64,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,35, United-States
18,9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States
59,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
45,9, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States
30,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States
24,3, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico
22,9, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States
49,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,56, United-States
35,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
48,14, Never-married, Prof-specialty, Unmarried, White, Female,0,1380,40, United-States
18,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States
35,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
27,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States
28,13, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,60, United-States
21,10, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan
26,10, Never-married, Other-service, Own-child, Black, Female,0,0,50, United-States
44,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,40, United-States
39,9, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States
40,13, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States
70,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,35, United-States
34,14, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States
34,12, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States
66,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
40,9, Separated, Transport-moving, Unmarried, Black, Male,0,0,40, United-States
61,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States
59,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
28,14, Never-married, ?, Not-in-family, Black, Female,0,0,40, United-States
47,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
33,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
18,7, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States
25,5, Never-married, Craft-repair, Unmarried, White, Male,914,0,40, United-States
22,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States
40,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States
68,9, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States
30,12, Divorced, Adm-clerical, Own-child, White, Female,0,1762,40, United-States
73,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,6418,0,99, United-States
45,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States
23,7, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States
40,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
39,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States
23,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States
51,9, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States
53,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States
24,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States
53,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States
49,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
34,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
37,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States
40,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
23,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,6, United-States
36,14, Never-married, Adm-clerical, Not-in-family, White, Male,13550,0,50, United-States
35,13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,4650,0,40, United-States
53,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States
42,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States
32,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
33,9, Divorced, Adm-clerical, Own-child, Other, Female,0,0,65, United-States
59,9, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,60, United-States
36,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States
37,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba
31,10, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States
46,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
44,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States
27,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1485,60, United-States
29,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States
39,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
62,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States
48,14, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, ?
42,9, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,25, United-States
60,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States
35,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
39,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States
34,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,36, United-States
22,10, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,22, United-States
18,9, Widowed, ?, Own-child, White, Male,0,0,40, United-States
44,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
44,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
49,13, Divorced, Exec-managerial, Unmarried, White, Female,0,625,40, United-States
21,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States
49,11, Never-married, Sales, Other-relative, Black, Male,0,0,40, ?
52,7, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States
39,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States
23,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States
54,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,49, United-States
31,9, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States
30,14, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States
21,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States
38,13, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines
51,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States
34,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States
22,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,30, United-States
20,10, Never-married, ?, Own-child, White, Female,0,0,45, United-States
26,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1974,55, United-States
26,10, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States
41,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
35,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
27,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
65,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States
31,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Mexico
45,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States
37,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
47,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,45, United-States
47,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States
33,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
40,6, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
38,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines
21,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States
40,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico
33,9, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,55, United-States
29,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,52, United-States
41,10, Separated, Transport-moving, Not-in-family, White, Male,0,0,35, United-States
20,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States
20,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,54, United-States
34,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States
78,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,9386,0,45, United-States
46,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
40,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
59,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
23,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
23,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States
47,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States
31,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, United-States
42,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,56, United-States
46,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
29,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,44, United-States
21,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
55,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
38,11, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States
44,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
61,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States
38,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States
50,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Italy
53,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
37,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,36, United-States
49,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States
30,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
19,11, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
59,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, England
43,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
29,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
49,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States
36,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States
26,7, Never-married, Other-service, Own-child, Black, Male,1055,0,32, United-States
18,10, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States
60,10, Widowed, Sales, Not-in-family, White, Female,0,0,15, United-States
43,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
42,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States
41,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States
55,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States
31,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
20,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States
37,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
51,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States
28,10, Married-civ-spouse, Sales, Husband, White, Male,0,1902,55, United-States
24,11, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States
21,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States
21,9, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States
20,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States
35,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States
30,10, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico
44,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States
45,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan
42,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
36,9, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States
32,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
33,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States
27,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States
17,6, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States
45,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
41,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
19,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States
45,11, Divorced, Other-service, Not-in-family, White, Female,0,0,8, United-States
41,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, United-States
34,9, Married-civ-spouse, Other-service, Wife, White, Female,0,1740,35, United-States
